S&S Hotels and Suites Fresh Graduate & Exp. Job Recruitment (5 Positions) - UPDATED | Hot Nigerian Jobs.
Marketing Officer (Female) at Next Gear Homes Limited | Hot Nigerian Jobs.
Radio Operator at Action Against Hunger | ACF-International | Hot Nigerian Jobs.
Deputy Operations Manager at Greensprings School | Hot Nigerian Jobs.
Sales Executive at Boch Systems Company Limited (BOCH) | Hot Nigerian Jobs.
Registrar at the Federal College of Education (Special), Oyo | Hot Nigerian Jobs.
Boiler Operators at Ladgroup Limited | Hot Nigerian Jobs.
Cold Room Maintenance Engineer at Ladgroup Limited | Hot Nigerian Jobs.
Entry-level Client Services and Marketing Officers at a Reputable Educational Institution | Hot Nigerian Jobs.
Business Development Manager at Romanspage Global | Hot Nigerian Jobs.
Cook at Romanspage Global  | Hot Nigerian Jobs.
Entry-level Order Processor at Supermart.ng | Hot Nigerian Jobs.
HR Support Intern at the Management Sciences for Health (MSH) | Hot Nigerian Jobs.
Finance Officer at the Organization of the Petroleum Exporting Countries (OPEC) - UPDATED | Hot Nigerian Jobs.
Emergency Program Coordinator at the International Medical Corps (IMC) | Hot Nigerian Jobs.
Electrician at a Reputable Group of Companies | Hot Nigerian Jobs.
Accounts/Admin Officer at a Reputable Group of Companies | Hot Nigerian Jobs.
Medical Science Liasion Officer at Novartis Nigeria | Hot Nigerian Jobs.
Senior Security Supervisor at a Reputable Group of Companies | Hot Nigerian Jobs.
Brand Manager at Novartis Nigeria | Hot Nigerian Jobs.
Night Manager at Hilton Worldwide | Hot Nigerian Jobs.
IYCF Supervisor at the International Medical Corps (IMC) | Hot Nigerian Jobs.
Admin Secretary at a World-class Standard School | Hot Nigerian Jobs.
Ladgroup Limited Fresh Job Recruitment (4 Positions) | Hot Nigerian Jobs.
Organization of the Petroleum Exporting Countries (OPEC) Fresh Job Recruitment (4 Positions) | Hot Nigerian Jobs.
Accountant at an ICT Company - Padoserve Limited | Hot Nigerian Jobs.
Graduate Account Officer at Sales Force Consulting | Hot Nigerian Jobs.
Axari Hotel & Suites Fresh Graduate Trainee Recruitment | Hot Nigerian Jobs.
Freelance Graphic Designer at BuyNigeriaMade | Hot Nigerian Jobs.
Maintenance Manager at a Reputable Group of Companies | Hot Nigerian Jobs.
Head, Internal Audit at a Reputable Microfinance Bank | Hot Nigerian Jobs.
Senior Property Manager at a Reputable Group of Companies | Hot Nigerian Jobs.
Head Marketing, Credit and Recovery at a Reputable Microfinance Bank | Hot Nigerian Jobs.
Head of Operations at a Reputable Microfinance Bank | Hot Nigerian Jobs.
Ladkem Eye Hospital Fresh Job Recruitment (3 Positions) | Hot Nigerian Jobs.
Reputable Microfinance Bank Fresh Job Vacancies (5 Positions) | Hot Nigerian Jobs.
Apply for a UNICAF Scholarship and Study for a UK Master's Degree at an Affordable Cost | Hotnigerianjobs.
Filling Station Supervisor at Virgin Forest Energy Limited | Hot Nigerian Jobs.
Finance Manager at Plan International | Hot Nigerian Jobs.
Plant Manager at an International Aluminium Beverage Can Manufacturing Company - Global Career Company | Hot Nigerian Jobs.
Filling Station Accountant/Cashier at Virgin Forest Energy Limited | Hot Nigerian Jobs.
Head, Human Resource at Clement Ashley Consulting  | Hot Nigerian Jobs.
Head, Operations at Clement Ashley Consulting | Hot Nigerian Jobs.
Graduate Call Centre Executive at Lorache Group | Hot Nigerian Jobs.
Technical Officer - Gender and Child Protection at Catholic Relief Services (CRS) | Hot Nigerian Jobs.
Web Designer at Les Gilles Limited | Hot Nigerian Jobs.
Technical Officer - Nutrition at Catholic Relief Services (CRS) | Hot Nigerian Jobs.
Senior Project Officer at Catholic Relief Services (CRS) | Hot Nigerian Jobs.
Monitoring and Evaluation Manager at Catholic Relief Services (CRS) | Hot Nigerian Jobs.
Reconciliation Officer at JMG Limited | Hot Nigerian Jobs.
Clearing Officer at JMG Limited | Hot Nigerian Jobs.
Entry-level Trainee Cashier at AB Microfinance Bank Nigeria Limited - Lagos | Hot Nigerian Jobs.
Entry-level Trainee Cashier at AB Microfinance Bank Nigeria Limited - Abeokuta  | Hot Nigerian Jobs.
University of Uyo Direct Entry Screening Exercise for 2017/2018 Academic Session | Hot Nigerian Jobs.
Kwara State Polytechnic 24th Convocation Ceremony 2017 | Hot Nigerian Jobs.
Human Resources & Administrative Manager at a Non-Governmental Organization - Springboard for Health Communication | Hot Nigerian Jobs.
Driver at a Non-Governmental Organization - Springboard for Health Communication | Hot Nigerian Jobs.
International Consultant at the United Nations Children's Fund (UNICEF) | Hot Nigerian Jobs.
Prevention Program Manager at AIDS Healthcare Foundation (AHF) | Hot Nigerian Jobs.
Intern Optometrist at Ladkem Eye Hospital | Hot Nigerian Jobs.
Real Estate Business Manager at Hamilton Lloyd and Associates | Hot Nigerian Jobs.
System administrator.
01 DIRECTEUR COMMERCIAL.
COMMERCIAUX.
Web Designer/Web Master (Stage).
01 ACHETEUR INTERIMAIRE.
MEDIATEUR PEDAGOGIQUE.
Marketing Intern at Njorku.
DIRECTEUR QUALITE ET CONTROLE DE RISQUES.
02 ASSISTANTS ELECTRICAL TECHNICIAN.
Marketing Digital (Stage).
Chief Content Officer (CCO).
Jobs in Kenya :: Jobs in Nairobi ::  Latest Job vacancies in Kenya 2016.
Amaiden Energy Nigeria Recruitment for Contracts Engineer.
Senior Project Manager Job at eHealth Africa.
Head of Operations Job at Future Moves Recruitment Agency.
Nigerian Air Force Recruitment for Graduate Medical Doctor.
Deloitte Recruitment for a Tax and Regulatory Services-Experienced Consultants.
Procurement Officer Job at Plan International.
Country Finance Manager Vacancy at ACTED.
Vehicle Inspection Officer.
Business Developer Executive.
Field Coordinator needed at Action Against Hunger.
Direct Sales Agent.
Relationship Manager.
Commercial Lawyer.
Sales Executive - Ibadan.
Outlet Manager.
Lateral Capital Recruitment for Principal.
Digital Risk & Cybersecurity Senior Associate Vacancy at PricewaterhouseCooper.
Quality Control Manager.
Admin Officer.
Cybersecurity Manager Vacancy at PricewaterhouseCooper.
Bar / Restaurant Manager.
Sales & Account Manager Job at MoneyGram.
Business Officer.
Graphic Artist.
Copy Editor Vacancy at DevTech Systems.
Office Assistance.
Graduate Pharmacy Technician.
Product Sales Specialist.
Finance and Admin Intern / Volunteer Job at Green Concern for Development.
Patrol Inspector.
Guinness / NAPTIN Graduate Skills Development Scholarship 2017/2018.
Digital Marketing Intern Vacancy at Paruto.
Female Sales Coordinator.
Female Admin / Sales Executive.
New Job Vacancies at Multi Pro Consumer Products Limited.
Finance / Accounting Manager Job at Plan International.
Operations Director Job at Regus Nigeria.
Offline Sales Agent Recruitment at IROKOtv.
Graduate Digital Geek Vacancy at Kimberly Ryan.
Account Executive.
Training & Development Manager.
Sales Executive (Commercial Air Conditioner).
Accountant / Cashier.
HR and Admin Manager.
Business Associate (Sales).
First Bank of Nigeria Limited Entry-level Recruitment 2017.
Machine Specialist - Packaging Vacancy at SABMiller Plc.
SABMiller Plc Recruitment for Brewing Engineer.
Sun King Store Manager Job at Greenlight Planet.
Fashion Illustrator.
Chef.
Deloitte Recruitment for a Graduate Tax and Regulatory Services.
Application Manager Job at Machineyard.com.ng.
Retail Store Manager.
Graphic Designer Job at Minimie Chinchin -Dufil Prima Foods.
Nigerian Air Force Recruitment for Graduate Optometrist.
Social Media Manager.
Head, Internal Control and Audit.
Chief of Party Vacancy at International Fertilizer Development Center.
Value Chain (VC) Advisor Job at International Fertilizer Development Center.
Ongoing Recruitment at Nigerian Bottling Company Ltd.
Customer Care Personnel.
Henkel Graduate Development Internship Program.
Graphics / Design Personnel.
Social Media Personnel.
Customer Service & Service Quality Officer.
Management Systems Auditor / Process Analyst.
Sales Engineer.
WASH Technical Officer Job at Norwegian Refugee Council.
WASH Technical Assistant Job at Norwegian Refugee Council.
Marketing Executive.
Electrical and Instrumentation Advisor.
Financial Planner (Sales Executive).
Systems Administrator.
Sales Engineer.
Marketing Executive.
ATM Support Engineer.
SSHE Coordinator.
Graduate Lines Worker Job at IBEDC Plc - Kwara.
Graduate Lines Worker Job at IBEDC Plc - Ogun.
Graduate Distribution Substation Operator Job at IBEDC Plc - Osun.
Henkel Graduate Development Internship Program 2017.
Coscharis Group Limited Latest Graduate Recruitment 2017.
Junior Account Manager via Commercial Development Program.
Workshop Foreman.
Security Officer.
Account Officer.
Marketing and Sales Specialist.
Latest Recruitment in a Telecommunications Engineering and Oil and Gas Servicing Company.
Fire Truck Driver.
QHSE-S Manager.
Nurse at the Broadoak Schools.
Personal Assistant (PA) to the MD.
Printing Press Operator.
Sales Representative.
Office Administrator.
Food Quality Control and Quality Assurance Officer.
Internal Control Manager Vacancy at Machineyard.com.ng.
Workshop Driver / Quality Control.
Latest Job Vacancies in Nigeria 2017.
Catering & Hospitality Supervisor.
Senior Information Technology Officer Vacancy at Newgate Medical Services.
Digital Marketer.
Office Administrator.
Group Sales Officer.
Car / AC Technician.
Automobile Electrician.
Latest Job Vacancies in Nigeria 2017.
Chief Operating Officer.
Chef.
Latest Job Vacancies in Nigeria 2017.
Sales Supervisor.
HSE Supervisor.
Head, Human Resource Recruitment at Clement Ashley Consulting.
Petroleum Process Plant Operator.
Marketing Manager.
Filling Station Supervisor.
Filling Station Accountant / Cashier.
Social Media Marketer.
Executive Assistant.
Call Centre Executive.
OPEC Recruitment for a Finance Officer.
Latest Job Vacancies in Nigeria 2017.
Marketing and Recovery Officer.
Head of Management Information System.
Head Marketing, Credit and Recovery.
Head of Operations.
Corporate Affairs Manager.
Plan international Recruitment for a Finance Manager.
Project Sales Executives.
Clearing Officer.
Insurance Marketing Executive.
Offre d'emploi - Chargé de l’Administration et de la Gestion des Ressources Humaines via Fiduciare Audit Conseil (FIDACO).
ERRAND MAN.
Supply Chain Coordinator at International Rescue Committee.
Offre de stage - stagiaires en Journalisme et en Marketing chez Ayomedia.
Offre d'emploi - Directeur(rice) des Ressources Humaines.
Offre d'emploi - Directeur Général d’Assurances – Douala via Melt Group.
Local Agent Position in the Political, Press and Information Section at European Union Delegation to Cameroon.
Offre d'emploi - Chef de Ligne via Melt Group.
Offre d'emploi - Directeur Commercial via Melt Group.
Offre d'emploi - Chauffeurs via Melt Group.
Offre d'emploi - Directeur Commercial via Melt Group.
Offre d'emploi - Responsable Flux Maintenance via Melt Group.
Offre de stage - Gestion Financiers via Le cabinet APGRH.
Driver / Expediter at the US Embassy Yaoundé.
Offre d'emploi - Chef de Projet et Commercial chez Matj'up.
Manager - Process Communication and Training at MTN Cameroon.
Director of Programs Job at Springboard for Health Communication.
Program Officer Job at Springboard for Health Communication.
Research Officer.
Laboratory Technician Vacancy at AIDS Healthcare Foundation.
ART Clinician Vacancy at AIDS Healthcare Foundation.
Loan Officer Vacancy at Verite Microfinance Bank.
Zonal Sales Manager Vacancy at Shalina Healthcare.
Real Estate Business Manager.
Sales Support Officer.
Mechanical Engineer.
Web Designer.
Diamond Bank Plc Graduate Trainees Recruitment 2017.
Human Resources & Administrative Officer.
Save the Children Latest Job Vacancy.
Business Development Officer.
Nigerian Stock Exchange Recruitment for ERP Support Officer.
Nigerian Stock Exchange Recruitment for Team Lead, X-Academy.
Geologist Vacancy at Drilio Resources Limited.
Customer Fleet Operations Officer Vacancy at Dangote Group.
Journal Processing Officer Vacancy at Dangote Group.
Human Resources Manager.
Sales Representative.
Front Desk Officer.
Sales Support / Social Media Executive.
Product Officer.
Senior Accountant Vacancy at Adesanya & Partners.
Senior Digital Account Manager.
Accountant Vacancy at Helen Couture.
Stanbic IBTC Bank Recruitment at Business Development Executive - Lagos.
Insurance Personnel.
UFR Hookup Engineer Vacancy at Amaiden Energy Nigeria Limited.
Primary Class Teacher needed Spring Montessori School.
Dangote Group Recruitment for a Management Reporting Analyst.
Electrical Engineer.
Accountant.
UNHCR Recruitment for Senior Supply Assistant.
Accountant.
Chief Marketing Officer Job at Epower.
Accountant Vacancy at Romanspage Global.
Fleet Manager Job at Romanspage Global.
Administrative Manager.
Front Desk Cashier.
Head Chef / Sous Chef.
Graduate Information Technology Vacancy at Chemonics International.
Information Management Service Expert.
Google Recruitment for Head of Africa NBU Programs.
Depot Sales Manager.
Warehouse Officer.
Marketer.
Java Trainer Job at Meridian Technologies.
Managing Director Vacancy in a Reputable Company.
Experienced F & B Officer.
Key Account Manager Job at Sandoz Nigeria.
Talent Recruiter Vacancy at Andela Nigeria.
Sales Attendant.
Security Manager.
Customer Service / Credit Control Executive.
Human Resource Executive.
Patrol Inspector.
Federal Ministry of Agriculture and Rural Development Massive Recruitment 2017.
Assistant Food and Beverage Manager Vacancy at Hilton.
Computer Typist / Content Officer.
Electrician needed at Edge Business Concept.
Seplat Petroleum Development Company Graduate Scheme 2017.
Logistics and Distribution Manager.
Production Pharmacist - Ibadan.
Procter and Gamble Recruitment for Cost Analyst - Finance & Accounting.
Procter & Gamble Ordinary National Diploma (OND) Internship Programme 2017.
Procter and Gamble Plant Technician Internship Program - Oyo 2017.
Business Manager.
Construction Manager - Power Plant Vacancy at Hobark International.
Procter and Gamble Plant Technician Internship Program - Lagos 2017.
Water and Sanitation Technician Job at Médecins Sans Frontières.
International Medical Corps Job for WASH Officer.
Logistics Coordinator Vacancy at COOPI Cooperazione Internazionale.
Financial Adviser.
Ongoing recruitment in an Oil and Gas Company.
Secretary / Marketing Executive.
Dangote Group Recruitment for System Administrator.
Sales Executive.
Community Coordinators.
Procter & Gamble Graduate Internship Program 2017/2018.
Information Technology (IT) Engineer.
Graduate Direct Sales Executive in a Reputable Commercial Bank.
Sales Promoter needed at First Katalyst Marketing.
Accountant.
Chemicals Procurement Manager.
Field Engineer.
Project Sales Executive.
Geologists / Mining Engineer.
Auto Parts Marketer.
MTN Nigeria Job for Senior Manager, Total Quality Management.
Marketing Manager Job at iflix Nigeria.
Marketing Officer.
Administrative Assistant.
Account & Admin Officer.
MTN Nigeria Job Recruitment for ESS Specialist.
MTN Nigeria Job for Manager, Audit Risk & Compliance.
Internal Auditor.
Maintenance Supervisor Technician.
Maintenance Manager.
Social Media Manager.
Head, Finance at Clement Ashley Consulting | Hot Nigerian Jobs.
Massage Therapist at Peen Nigeria Limited | Hot Nigerian Jobs.
Multimedia Graphic Designer/Video Editor at Quadrev Nigeria | Hot Nigerian Jobs.
Experienced Executive Assistant Manager at Westown Hotels | Hot Nigerian Jobs.
Enabled Business Solutions Limited Fresh Job Recruitment (3 Positions) | Hot Nigerian Jobs.
Technical Sales Engineer at Tranter IT Infrastructure Services Limited (TITIS) | Hot Nigerian Jobs.
Machineyard.com.ng Fresh Job Recruitment (5 Positions) | Hot Nigerian Jobs.
Laboratory Technician at AIDS Healthcare Foundation (AHF) | Hot Nigerian Jobs.
Software Developer at AB Microfinance Bank Nigeria Limited | Hot Nigerian Jobs.
Shop Manager at David Wej | Hot Nigerian Jobs.
Graduate Procurement Assistant at Save the Children Nigeria | Hot Nigerian Jobs.
Outlet Manager at Hilton Worldwide | Hot Nigerian Jobs.
Filling Station Manager at Virgin Forest Energy Limited | Hot Nigerian Jobs.
Peen Nigeria Limited Fresh Job Recruitment (9 Positions) - UPDATED | Hot Nigerian Jobs.
Store Keeper at Mozyk Ventures Limited | Hot Nigerian Jobs.
Sales Support Officer at Finchglow Travels Limited | Hot Nigerian Jobs.
Field Marketer at Truvia Media | Hot Nigerian Jobs.
Program Lead, Product Quality at Jumia Nigeria - UPDATED | Hot Nigerian Jobs.
Senior Broadcast Journalist, Yoruba Service at the BBC World Service | Hot Nigerian Jobs.
Secretary at Medecins Sans Frontieres | Hot Nigerian Jobs.
Country Advisor at Medecins Sans Frontieres | Hot Nigerian Jobs.
Civil Construction Project Manager at Enabled Business Solutions Limited | Hot Nigerian Jobs.
Merchandiser at HairlinePro Africa | Hot Nigerian Jobs.
Broadcast Journalist (Video), BBC Yoruba at the BBC World Service | Hot Nigerian Jobs.
