TITLES
S&S Hotels and Suites Fresh Graduate & Exp. Job Recruitment (5 Positions) - UPDATED | Hot Nigerian Jobs.
St. Basil Hospital, a reputable new Hospital in Enugu State (within Trans Ekulu/Nike environs), invites applications from suitably qualified candidates to fill the position below: Job Title: Consultant (Critical Care) Location: Enugu Employment Type: Full Time Requirement Candidates should possess relevant qualifications.
St. Basil Hospital, a reputable new Hospital in Enugu State (within Trans Ekulu/Nike environs), invites applications from suitably qualified candidates to fill the position below: Job Title: Consultant (Anesthesia) Location: Enugu Employment Type: Full Time Requirement Candidates should possess relevant qualifications.
St. Basil Hospital, a reputable new Hospital in Enugu State (within Trans Ekulu/Nike environs), invites applications from suitably qualified candidates to fill the position below: Job Title: Finance & Admin Officer Location: Enugu Requirements Candidates should possess relevant qualifications.
St. Basil Hospital, a reputable new Hospital in Enugu State (within Trans Ekulu/Nike environs), invites applications from suitably qualified candidates to fill the position below: Job Title: Technician (ECG) Location: Enugu Requirements Candidates should possess relevant qualifications.
St. Basil Hospital, a reputable new Hospital in Enugu State (within Trans Ekulu/Nike environs), invites applications from suitably qualified candidates to fill the position below: Job Title: Technician (Radiology) Location: Enugu Requirements Candidates should possess relevant qualifications.
St. Basil Hospital, a reputable new Hospital in Enugu State (within Trans Ekulu/Nike environs), invites applications from suitably qualified candidates to fill the position below: Job Title: Cook Location: Enugu Requirements Candidates should possess relevant qualifications.
St. Basil Hospital, a reputable new Hospital in Enugu State (within Trans Ekulu/Nike environs), invites applications from suitably qualified candidates to fill the position below: Job Title: Security Officer Location: Enugu Requirements Candidates should possess relevant qualifications.
Westown Hotels - As a luxury four star hotel in Lagos, Westown hotel can boast of some of the best staff in the industry.
Stresert Services Limited - Our client, a leading logistics and supply chain management company with headquarters in Lagos, Nigeria.
AIICO Insurance Plc - We are the market leader in life insurance business and a major player in General Insurance in Nigeria today and our business is expanding rapidly.
We are a Christian Missionary Organization dedicated to the training of men and women to be disciples of the Lord Jesus Christ on the African Continent.
Lasaco Assurance Plc is a composite insurance and financial services company incorporated on 20th of December 1979 under the Companies Decree of 1968.
Association for Reproductive and Family Health (ARFH) is one of the leading Nigerian Non-Governmental Organizations implementing programs for improving Reproductive Health and Family planning (RH/FP), Care and Treatment of HIV/AIDS, Tuberculosis (TB) and Malaria etc.
Association for Reproductive and Family Health (ARFH) is one of the leading Nigerian Non-Governmental Organizations implementing programs for improving Reproductive Health and Family planning (RH/FP), Care and Treatment of HIV/AIDS, Tuberculosis (TB) and Malaria etc.
An ultra-modem specialist Hospital located on the Mainland in Lagos State, requires the below staff for immediate employment: Job Title: Radiographer/Sonographer Location: Lagos Qualifications Relevant qualification from a reputable institution.
A reputable Security Company with headquarters in Lagos is urgently looking for the service of the personnel below in Lagos, Abuja and Port Harcourt offices: Job Title: Security Commander Locations: Lagos, Abuja and Port Harcourt Requirements First Degree or equivalent.
Save the Children is the leading independent organization for children in need, with programs in over 120 countries, including the United States.
Secours Islamique France (SIF) is a Non-Governmental Organization of international solidarity based in France.
